model,sample_id,level,sigma,token_flip_frac
llamagen,n12998815/ILSVRC2012_val_00005745,high,0.5,0.96875
llamagen,n12998815/ILSVRC2012_val_00012458,low,0.1,0.75
llamagen,n12998815/ILSVRC2012_val_00012458,mid,0.2,0.86328125
llamagen,n12998815/ILSVRC2012_val_00012458,high,0.5,0.9375
llamagen,n12998815/ILSVRC2012_val_00017627,low,0.1,0.70703125
llamagen,n12998815/ILSVRC2012_val_00017627,mid,0.2,0.83203125
llamagen,n12998815/ILSVRC2012_val_00017627,high,0.5,0.9609375
llamagen,n12998815/ILSVRC2012_val_00032050,low,0.1,0.8125
llamagen,n12998815/ILSVRC2012_val_00032050,mid,0.2,0.890625
llamagen,n12998815/ILSVRC2012_val_00032050,high,0.5,0.97265625
llamagen,n12998815/ILSVRC2012_val_00042199,low,0.1,0.703125
llamagen,n12998815/ILSVRC2012_val_00042199,mid,0.2,0.8671875
llamagen,n12998815/ILSVRC2012_val_00042199,high,0.5,0.97265625
llamagen,n12998815/ILSVRC2012_val_00045166,low,0.1,0.4921875
llamagen,n12998815/ILSVRC2012_val_00045166,mid,0.2,0.75390625
llamagen,n12998815/ILSVRC2012_val_00045166,high,0.5,0.95703125
llamagen,n13037406/ILSVRC2012_val_00001231,low,0.1,0.71484375
llamagen,n13037406/ILSVRC2012_val_00001231,mid,0.2,0.875
llamagen,n13037406/ILSVRC2012_val_00001231,high,0.5,0.97265625
llamagen,n13037406/ILSVRC2012_val_00011818,low,0.1,0.60546875
llamagen,n13037406/ILSVRC2012_val_00011818,mid,0.2,0.80078125
llamagen,n13037406/ILSVRC2012_val_00011818,high,0.5,0.953125
llamagen,n13037406/ILSVRC2012_val_00014855,low,0.1,0.8203125
llamagen,n13037406/ILSVRC2012_val_00014855,mid,0.2,0.92578125
llamagen,n13037406/ILSVRC2012_val_00014855,high,0.5,0.96875
llamagen,n13037406/ILSVRC2012_val_00028981,low,0.1,0.625
llamagen,n13037406/ILSVRC2012_val_00028981,mid,0.2,0.859375
llamagen,n13037406/ILSVRC2012_val_00028981,high,0.5,0.95703125
llamagen,n13037406/ILSVRC2012_val_00031593,low,0.1,0.71484375
llamagen,n13037406/ILSVRC2012_val_00031593,mid,0.2,0.859375
llamagen,n13037406/ILSVRC2012_val_00031593,high,0.5,0.953125
llamagen,n13037406/ILSVRC2012_val_00042738,low,0.1,0.69921875
llamagen,n13037406/ILSVRC2012_val_00042738,mid,0.2,0.83984375
llamagen,n13037406/ILSVRC2012_val_00042738,high,0.5,0.96875
llamagen,n13040303/ILSVRC2012_val_00000705,low,0.1,0.51171875
llamagen,n13040303/ILSVRC2012_val_00000705,mid,0.2,0.796875
llamagen,n13040303/ILSVRC2012_val_00000705,high,0.5,0.94140625
llamagen,n13040303/ILSVRC2012_val_00005957,low,0.1,0.77734375
llamagen,n13040303/ILSVRC2012_val_00005957,mid,0.2,0.90625
llamagen,n13040303/ILSVRC2012_val_00005957,high,0.5,0.984375
llamagen,n13040303/ILSVRC2012_val_00017416,low,0.1,0.828125
llamagen,n13040303/ILSVRC2012_val_00017416,mid,0.2,0.9296875
llamagen,n13040303/ILSVRC2012_val_00017416,high,0.5,0.97265625
llamagen,n13040303/ILSVRC2012_val_00020807,low,0.1,0.671875
llamagen,n13040303/ILSVRC2012_val_00020807,mid,0.2,0.87109375
llamagen,n13040303/ILSVRC2012_val_00020807,high,0.5,0.98828125
llamagen,n13040303/ILSVRC2012_val_00025446,low,0.1,0.69140625
llamagen,n13040303/ILSVRC2012_val_00025446,mid,0.2,0.890625
llamagen,n13040303/ILSVRC2012_val_00025446,high,0.5,0.96875
llamagen,n13040303/ILSVRC2012_val_00029304,low,0.1,0.9609375
llamagen,n13040303/ILSVRC2012_val_00029304,mid,0.2,0.9765625
llamagen,n13040303/ILSVRC2012_val_00029304,high,0.5,1.0
llamagen,n13040303/ILSVRC2012_val_00047949,low,0.1,0.7890625
llamagen,n13040303/ILSVRC2012_val_00047949,mid,0.2,0.8671875
llamagen,n13040303/ILSVRC2012_val_00047949,high,0.5,0.95703125
llamagen,n13044778/ILSVRC2012_val_00012826,low,0.1,0.5234375
llamagen,n13044778/ILSVRC2012_val_00012826,mid,0.2,0.7265625
llamagen,n13044778/ILSVRC2012_val_00012826,high,0.5,0.94140625
llamagen,n13044778/ILSVRC2012_val_00019186,low,0.1,0.59765625
llamagen,n13044778/ILSVRC2012_val_00019186,mid,0.2,0.86328125
llamagen,n13044778/ILSVRC2012_val_00019186,high,0.5,0.96484375
llamagen,n13044778/ILSVRC2012_val_00027938,low,0.1,0.7578125
llamagen,n13044778/ILSVRC2012_val_00027938,mid,0.2,0.89453125
llamagen,n13044778/ILSVRC2012_val_00027938,high,0.5,0.98046875
llamagen,n13044778/ILSVRC2012_val_00039214,low,0.1,0.5859375
llamagen,n13044778/ILSVRC2012_val_00039214,mid,0.2,0.84375
llamagen,n13044778/ILSVRC2012_val_00039214,high,0.5,0.98046875
llamagen,n13044778/ILSVRC2012_val_00043263,low,0.1,0.72265625
llamagen,n13044778/ILSVRC2012_val_00043263,mid,0.2,0.87890625
llamagen,n13044778/ILSVRC2012_val_00043263,high,0.5,0.96875
llamagen,n13044778/ILSVRC2012_val_00049858,low,0.1,0.78515625
llamagen,n13044778/ILSVRC2012_val_00049858,mid,0.2,0.890625
llamagen,n13044778/ILSVRC2012_val_00049858,high,0.5,0.984375
llamagen,n13052670/ILSVRC2012_val_00005010,low,0.1,0.45703125
llamagen,n13052670/ILSVRC2012_val_00005010,mid,0.2,0.71484375
llamagen,n13052670/ILSVRC2012_val_00005010,high,0.5,0.89453125
llamagen,n13052670/ILSVRC2012_val_00014556,low,0.1,0.83984375
llamagen,n13052670/ILSVRC2012_val_00014556,mid,0.2,0.94140625
llamagen,n13052670/ILSVRC2012_val_00014556,high,0.5,1.0
llamagen,n13052670/ILSVRC2012_val_00020231,low,0.1,0.7734375
llamagen,n13052670/ILSVRC2012_val_00020231,mid,0.2,0.90625
llamagen,n13052670/ILSVRC2012_val_00020231,high,0.5,0.98046875
llamagen,n13052670/ILSVRC2012_val_00026007,low,0.1,0.78125
llamagen,n13052670/ILSVRC2012_val_00026007,mid,0.2,0.9140625
llamagen,n13052670/ILSVRC2012_val_00026007,high,0.5,0.99609375
llamagen,n13052670/ILSVRC2012_val_00035159,low,0.1,0.76171875
llamagen,n13052670/ILSVRC2012_val_00035159,mid,0.2,0.89453125
llamagen,n13052670/ILSVRC2012_val_00035159,high,0.5,0.9765625
llamagen,n13052670/ILSVRC2012_val_00040758,low,0.1,0.58203125
llamagen,n13052670/ILSVRC2012_val_00040758,mid,0.2,0.84375
llamagen,n13052670/ILSVRC2012_val_00040758,high,0.5,0.98828125
llamagen,n13054560/ILSVRC2012_val_00002653,low,0.1,0.68359375
llamagen,n13054560/ILSVRC2012_val_00002653,mid,0.2,0.85546875
llamagen,n13054560/ILSVRC2012_val_00002653,high,0.5,0.98828125
llamagen,n13054560/ILSVRC2012_val_00011333,low,0.1,0.75
llamagen,n13054560/ILSVRC2012_val_00011333,mid,0.2,0.8828125
llamagen,n13054560/ILSVRC2012_val_00011333,high,0.5,0.98046875
llamagen,n13054560/ILSVRC2012_val_00025070,low,0.1,0.609375
llamagen,n13054560/ILSVRC2012_val_00025070,mid,0.2,0.81640625
llamagen,n13054560/ILSVRC2012_val_00025070,high,0.5,0.94921875
llamagen,n13054560/ILSVRC2012_val_00033740,low,0.1,0.74609375
llamagen,n13054560/ILSVRC2012_val_00033740,mid,0.2,0.91015625
llamagen,n13054560/ILSVRC2012_val_00033740,high,0.5,0.98046875
llamagen,n13054560/ILSVRC2012_val_00039223,low,0.1,0.828125
llamagen,n13054560/ILSVRC2012_val_00039223,mid,0.2,0.9609375
llamagen,n13054560/ILSVRC2012_val_00039223,high,0.5,0.99609375
llamagen,n13054560/ILSVRC2012_val_00043243,low,0.1,0.85546875
llamagen,n13054560/ILSVRC2012_val_00043243,mid,0.2,0.921875
llamagen,n13054560/ILSVRC2012_val_00043243,high,0.5,0.98046875
llamagen,n13133613/ILSVRC2012_val_00000412,low,0.1,0.7890625
llamagen,n13133613/ILSVRC2012_val_00000412,mid,0.2,0.91796875
llamagen,n13133613/ILSVRC2012_val_00000412,high,0.5,0.984375
llamagen,n13133613/ILSVRC2012_val_00008440,low,0.1,0.81640625
llamagen,n13133613/ILSVRC2012_val_00008440,mid,0.2,0.89453125
llamagen,n13133613/ILSVRC2012_val_00008440,high,0.5,0.9765625
llamagen,n13133613/ILSVRC2012_val_00017337,low,0.1,0.76953125
llamagen,n13133613/ILSVRC2012_val_00017337,mid,0.2,0.91796875
llamagen,n13133613/ILSVRC2012_val_00017337,high,0.5,0.97265625
llamagen,n13133613/ILSVRC2012_val_00025191,low,0.1,0.6640625
llamagen,n13133613/ILSVRC2012_val_00025191,mid,0.2,0.796875
llamagen,n13133613/ILSVRC2012_val_00025191,high,0.5,0.94140625
llamagen,n13133613/ILSVRC2012_val_00029871,low,0.1,0.85546875
llamagen,n13133613/ILSVRC2012_val_00029871,mid,0.2,0.953125
llamagen,n13133613/ILSVRC2012_val_00029871,high,0.5,0.9921875
llamagen,n13133613/ILSVRC2012_val_00039373,low,0.1,0.6953125
llamagen,n13133613/ILSVRC2012_val_00039373,mid,0.2,0.921875
llamagen,n13133613/ILSVRC2012_val_00039373,high,0.5,0.97265625
llamagen,n13133613/ILSVRC2012_val_00046115,low,0.1,0.6953125
llamagen,n13133613/ILSVRC2012_val_00046115,mid,0.2,0.85546875
llamagen,n13133613/ILSVRC2012_val_00046115,high,0.5,0.97265625
llamagen,n15075141/ILSVRC2012_val_00003181,low,0.1,0.671875
llamagen,n15075141/ILSVRC2012_val_00003181,mid,0.2,0.875
llamagen,n15075141/ILSVRC2012_val_00003181,high,0.5,0.9609375
llamagen,n15075141/ILSVRC2012_val_00006953,low,0.1,0.6484375
llamagen,n15075141/ILSVRC2012_val_00006953,mid,0.2,0.82421875
llamagen,n15075141/ILSVRC2012_val_00006953,high,0.5,0.953125
llamagen,n15075141/ILSVRC2012_val_00019558,low,0.1,0.8125
llamagen,n15075141/ILSVRC2012_val_00019558,mid,0.2,0.94140625
llamagen,n15075141/ILSVRC2012_val_00019558,high,0.5,0.99609375
llamagen,n15075141/ILSVRC2012_val_00027432,low,0.1,0.828125
llamagen,n15075141/ILSVRC2012_val_00027432,mid,0.2,0.94921875
llamagen,n15075141/ILSVRC2012_val_00027432,high,0.5,0.984375
llamagen,n15075141/ILSVRC2012_val_00035894,low,0.1,0.85546875
llamagen,n15075141/ILSVRC2012_val_00035894,mid,0.2,0.94140625
llamagen,n15075141/ILSVRC2012_val_00035894,high,0.5,0.99609375
llamagen,n15075141/ILSVRC2012_val_00039476,low,0.1,0.84765625
llamagen,n15075141/ILSVRC2012_val_00039476,mid,0.2,0.96875
llamagen,n15075141/ILSVRC2012_val_00039476,high,0.5,0.9921875
llamagen,n15075141/ILSVRC2012_val_00044368,low,0.1,0.92578125
llamagen,n15075141/ILSVRC2012_val_00044368,mid,0.2,0.96875
llamagen,n15075141/ILSVRC2012_val_00044368,high,0.5,0.9921875
llamagen,n01440764/ILSVRC2012_val_00009346,low,0.1,0.6953125
llamagen,n01440764/ILSVRC2012_val_00009346,mid,0.2,0.87109375
llamagen,n01440764/ILSVRC2012_val_00009346,high,0.5,0.96484375
llamagen,n01440764/ILSVRC2012_val_00012503,low,0.1,0.69921875
llamagen,n01440764/ILSVRC2012_val_00012503,mid,0.2,0.83984375
llamagen,n01440764/ILSVRC2012_val_00012503,high,0.5,0.96484375
llamagen,n01440764/ILSVRC2012_val_00018317,low,0.1,0.69140625
llamagen,n01440764/ILSVRC2012_val_00018317,mid,0.2,0.8515625
llamagen,n01440764/ILSVRC2012_val_00018317,high,0.5,0.94921875
llamagen,n01440764/ILSVRC2012_val_00026397,low,0.1,0.640625
llamagen,n01440764/ILSVRC2012_val_00026397,mid,0.2,0.8046875
llamagen,n01440764/ILSVRC2012_val_00026397,high,0.5,0.95703125
llamagen,n01440764/ILSVRC2012_val_00037375,low,0.1,0.67578125
llamagen,n01440764/ILSVRC2012_val_00037375,mid,0.2,0.87109375
llamagen,n01440764/ILSVRC2012_val_00037375,high,0.5,0.98046875
llamagen,n01440764/ILSVRC2012_val_00040833,low,0.1,0.70703125
llamagen,n01440764/ILSVRC2012_val_00040833,mid,0.2,0.91796875
llamagen,n01440764/ILSVRC2012_val_00040833,high,0.5,0.984375
llamagen,n01443537/ILSVRC2012_val_00000262,low,0.1,0.83984375
llamagen,n01443537/ILSVRC2012_val_00000262,mid,0.2,0.9296875
llamagen,n01443537/ILSVRC2012_val_00000262,high,0.5,0.98046875
llamagen,n01443537/ILSVRC2012_val_00004655,low,0.1,0.98828125
llamagen,n01443537/ILSVRC2012_val_00004655,mid,0.2,0.98828125
llamagen,n01443537/ILSVRC2012_val_00004655,high,0.5,1.0
llamagen,n01443537/ILSVRC2012_val_00012880,low,0.1,0.8359375
llamagen,n01443537/ILSVRC2012_val_00012880,mid,0.2,0.9140625
llamagen,n01443537/ILSVRC2012_val_00012880,high,0.5,0.97265625
llamagen,n01443537/ILSVRC2012_val_00020785,low,0.1,0.828125
llamagen,n01443537/ILSVRC2012_val_00020785,mid,0.2,0.921875
llamagen,n01443537/ILSVRC2012_val_00020785,high,0.5,0.9921875
llamagen,n01443537/ILSVRC2012_val_00034386,low,0.1,0.8984375
llamagen,n01443537/ILSVRC2012_val_00034386,mid,0.2,0.9609375
llamagen,n01443537/ILSVRC2012_val_00034386,high,0.5,1.0
llamagen,n01443537/ILSVRC2012_val_00047561,low,0.1,0.9140625
llamagen,n01443537/ILSVRC2012_val_00047561,mid,0.2,0.96875
llamagen,n01443537/ILSVRC2012_val_00047561,high,0.5,0.9921875
llamagen,n01484850/ILSVRC2012_val_00004311,low,0.1,0.87890625
llamagen,n01484850/ILSVRC2012_val_00004311,mid,0.2,0.93359375
llamagen,n01484850/ILSVRC2012_val_00004311,high,0.5,0.98828125
llamagen,n01484850/ILSVRC2012_val_00016168,low,0.1,0.875
llamagen,n01484850/ILSVRC2012_val_00016168,mid,0.2,0.96875
llamagen,n01484850/ILSVRC2012_val_00016168,high,0.5,0.9921875
llamagen,n01484850/ILSVRC2012_val_00023185,low,0.1,0.90625
llamagen,n01484850/ILSVRC2012_val_00023185,mid,0.2,0.96875
llamagen,n01484850/ILSVRC2012_val_00023185,high,0.5,0.99609375
llamagen,n01484850/ILSVRC2012_val_00031808,low,0.1,0.8515625
llamagen,n01484850/ILSVRC2012_val_00031808,mid,0.2,0.93359375
llamagen,n01484850/ILSVRC2012_val_00031808,high,0.5,0.96875
llamagen,n01484850/ILSVRC2012_val_00037135,low,0.1,0.85546875
llamagen,n01484850/ILSVRC2012_val_00037135,mid,0.2,0.9375
llamagen,n01484850/ILSVRC2012_val_00037135,high,0.5,0.984375
llamagen,n01484850/ILSVRC2012_val_00040710,low,0.1,0.9140625
llamagen,n01484850/ILSVRC2012_val_00040710,mid,0.2,0.953125
llamagen,n01484850/ILSVRC2012_val_00040710,high,0.5,0.984375
llamagen,n01491361/ILSVRC2012_val_00003183,low,0.1,0.859375
llamagen,n01491361/ILSVRC2012_val_00003183,mid,0.2,0.95703125
llamagen,n01491361/ILSVRC2012_val_00003183,high,0.5,0.9765625
llamagen,n01491361/ILSVRC2012_val_00013484,low,0.1,0.95703125
llamagen,n01491361/ILSVRC2012_val_00013484,mid,0.2,0.9921875
llamagen,n01491361/ILSVRC2012_val_00013484,high,0.5,0.99609375
llamagen,n01491361/ILSVRC2012_val_00025137,low,0.1,0.8828125
llamagen,n01491361/ILSVRC2012_val_00025137,mid,0.2,0.9375
llamagen,n01491361/ILSVRC2012_val_00025137,high,0.5,0.98828125
llamagen,n01491361/ILSVRC2012_val_00029568,low,0.1,0.94140625
llamagen,n01491361/ILSVRC2012_val_00029568,mid,0.2,0.99609375
llamagen,n01491361/ILSVRC2012_val_00029568,high,0.5,1.0
llamagen,n01491361/ILSVRC2012_val_00034413,low,0.1,0.85546875
llamagen,n01491361/ILSVRC2012_val_00034413,mid,0.2,0.94140625
llamagen,n01491361/ILSVRC2012_val_00034413,high,0.5,0.9921875
llamagen,n01491361/ILSVRC2012_val_00037915,low,0.1,0.859375
llamagen,n01491361/ILSVRC2012_val_00037915,mid,0.2,0.95703125
llamagen,n01491361/ILSVRC2012_val_00037915,high,0.5,0.99609375
llamagen,n01494475/ILSVRC2012_val_00005339,low,0.1,0.984375
llamagen,n01494475/ILSVRC2012_val_00005339,mid,0.2,1.0
llamagen,n01494475/ILSVRC2012_val_00005339,high,0.5,1.0
llamagen,n01494475/ILSVRC2012_val_00015139,low,0.1,0.9296875
llamagen,n01494475/ILSVRC2012_val_00015139,mid,0.2,0.96875
llamagen,n01494475/ILSVRC2012_val_00015139,high,0.5,1.0
llamagen,n01494475/ILSVRC2012_val_00020418,low,0.1,0.82421875
llamagen,n01494475/ILSVRC2012_val_00020418,mid,0.2,0.92578125
llamagen,n01494475/ILSVRC2012_val_00020418,high,0.5,0.9921875
llamagen,n01494475/ILSVRC2012_val_00025627,low,0.1,0.9609375
llamagen,n01494475/ILSVRC2012_val_00025627,mid,0.2,0.9921875
llamagen,n01494475/ILSVRC2012_val_00025627,high,0.5,1.0
llamagen,n01494475/ILSVRC2012_val_00031424,low,0.1,0.953125
llamagen,n01494475/ILSVRC2012_val_00031424,mid,0.2,0.9921875
llamagen,n01494475/ILSVRC2012_val_00031424,high,0.5,1.0
llamagen,n01494475/ILSVRC2012_val_00041400,low,0.1,0.81640625
llamagen,n01494475/ILSVRC2012_val_00041400,mid,0.2,0.9296875
llamagen,n01494475/ILSVRC2012_val_00041400,high,0.5,0.96875
llamagen,n01494475/ILSVRC2012_val_00049166,low,0.1,0.89453125
llamagen,n01494475/ILSVRC2012_val_00049166,mid,0.2,0.96484375
llamagen,n01494475/ILSVRC2012_val_00049166,high,0.5,0.98828125
llamagen,n01496331/ILSVRC2012_val_00006554,low,0.1,0.8515625
llamagen,n01496331/ILSVRC2012_val_00006554,mid,0.2,0.921875
llamagen,n01496331/ILSVRC2012_val_00006554,high,0.5,0.98828125
llamagen,n01496331/ILSVRC2012_val_00011782,low,0.1,0.83984375
llamagen,n01496331/ILSVRC2012_val_00011782,mid,0.2,0.9375
llamagen,n01496331/ILSVRC2012_val_00011782,high,0.5,0.99609375
llamagen,n01496331/ILSVRC2012_val_00021461,low,0.1,0.93359375
llamagen,n01496331/ILSVRC2012_val_00021461,mid,0.2,0.9765625
llamagen,n01496331/ILSVRC2012_val_00021461,high,0.5,1.0
llamagen,n01496331/ILSVRC2012_val_00030321,low,0.1,0.86328125
llamagen,n01496331/ILSVRC2012_val_00030321,mid,0.2,0.953125
llamagen,n01496331/ILSVRC2012_val_00030321,high,0.5,0.984375
llamagen,n01496331/ILSVRC2012_val_00045502,low,0.1,0.82421875
llamagen,n01496331/ILSVRC2012_val_00045502,mid,0.2,0.921875
llamagen,n01496331/ILSVRC2012_val_00045502,high,0.5,0.984375
llamagen,n01498041/ILSVRC2012_val_00003518,low,0.1,0.7578125
llamagen,n01498041/ILSVRC2012_val_00003518,mid,0.2,0.92578125
llamagen,n01498041/ILSVRC2012_val_00003518,high,0.5,0.98046875
llamagen,n01498041/ILSVRC2012_val_00014771,low,0.1,0.8203125
llamagen,n01498041/ILSVRC2012_val_00014771,mid,0.2,0.953125
llamagen,n01498041/ILSVRC2012_val_00014771,high,0.5,0.9921875
llamagen,n01498041/ILSVRC2012_val_00025051,low,0.1,0.90625
llamagen,n01498041/ILSVRC2012_val_00025051,mid,0.2,0.98046875
llamagen,n01498041/ILSVRC2012_val_00025051,high,0.5,0.99609375
llamagen,n01498041/ILSVRC2012_val_00032394,low,0.1,0.53515625
llamagen,n01498041/ILSVRC2012_val_00032394,mid,0.2,0.75390625
llamagen,n01498041/ILSVRC2012_val_00032394,high,0.5,0.96875
llamagen,n01498041/ILSVRC2012_val_00033942,low,0.1,0.87109375
llamagen,n01498041/ILSVRC2012_val_00033942,mid,0.2,0.9296875
llamagen,n01498041/ILSVRC2012_val_00033942,high,0.5,0.98828125
llamagen,n01498041/ILSVRC2012_val_00039525,low,0.1,0.8359375
llamagen,n01498041/ILSVRC2012_val_00039525,mid,0.2,0.9375
llamagen,n01498041/ILSVRC2012_val_00039525,high,0.5,0.9921875
llamagen,n01498041/ILSVRC2012_val_00043323,low,0.1,0.7265625
llamagen,n01498041/ILSVRC2012_val_00043323,mid,0.2,0.8984375
llamagen,n01498041/ILSVRC2012_val_00043323,high,0.5,0.9921875
llamagen,n01514668/ILSVRC2012_val_00004306,low,0.1,0.83203125
llamagen,n01514668/ILSVRC2012_val_00004306,mid,0.2,0.90234375
llamagen,n01514668/ILSVRC2012_val_00004306,high,0.5,0.98046875
llamagen,n01514668/ILSVRC2012_val_00009663,low,0.1,0.83203125
llamagen,n01514668/ILSVRC2012_val_00009663,mid,0.2,0.93359375
llamagen,n01514668/ILSVRC2012_val_00009663,high,0.5,0.99609375
llamagen,n01514668/ILSVRC2012_val_00016052,low,0.1,0.73828125
llamagen,n01514668/ILSVRC2012_val_00016052,mid,0.2,0.86328125
llamagen,n01514668/ILSVRC2012_val_00016052,high,0.5,0.94140625
llamagen,n01514668/ILSVRC2012_val_00022248,low,0.1,0.71484375
llamagen,n01514668/ILSVRC2012_val_00022248,mid,0.2,0.91015625
llamagen,n01514668/ILSVRC2012_val_00022248,high,0.5,0.98828125
llamagen,n01514668/ILSVRC2012_val_00029921,low,0.1,0.5859375
llamagen,n01514668/ILSVRC2012_val_00029921,mid,0.2,0.796875
llamagen,n01514668/ILSVRC2012_val_00029921,high,0.5,0.9375
llamagen,n01514668/ILSVRC2012_val_00045107,low,0.1,0.8671875
llamagen,n01514668/ILSVRC2012_val_00045107,mid,0.2,0.94921875
llamagen,n01514668/ILSVRC2012_val_00045107,high,0.5,0.98046875
llamagen,n01514859/ILSVRC2012_val_00001368,low,0.1,0.703125
llamagen,n01514859/ILSVRC2012_val_00001368,mid,0.2,0.890625
llamagen,n01514859/ILSVRC2012_val_00001368,high,0.5,0.96875
llamagen,n01514859/ILSVRC2012_val_00008125,low,0.1,0.74609375
llamagen,n01514859/ILSVRC2012_val_00008125,mid,0.2,0.88671875
llamagen,n01514859/ILSVRC2012_val_00008125,high,0.5,0.98046875
llamagen,n01514859/ILSVRC2012_val_00021430,low,0.1,0.58203125
llamagen,n01514859/ILSVRC2012_val_00021430,mid,0.2,0.85546875
llamagen,n01514859/ILSVRC2012_val_00021430,high,0.5,0.984375
llamagen,n01514859/ILSVRC2012_val_00031481,low,0.1,0.765625
llamagen,n01514859/ILSVRC2012_val_00031481,mid,0.2,0.92578125
llamagen,n01514859/ILSVRC2012_val_00031481,high,0.5,0.984375
llamagen,n01514859/ILSVRC2012_val_00037719,low,0.1,0.72265625
llamagen,n01514859/ILSVRC2012_val_00037719,mid,0.2,0.87109375
llamagen,n01514859/ILSVRC2012_val_00037719,high,0.5,0.98046875
llamagen,n01514859/ILSVRC2012_val_00042568,low,0.1,0.63671875
llamagen,n01514859/ILSVRC2012_val_00042568,mid,0.2,0.85546875
llamagen,n01514859/ILSVRC2012_val_00042568,high,0.5,0.9609375
llamagen,n01514859/ILSVRC2012_val_00049833,low,0.1,0.83984375
llamagen,n01514859/ILSVRC2012_val_00049833,mid,0.2,0.9296875
llamagen,n01514859/ILSVRC2012_val_00049833,high,0.5,0.98828125
llamagen,n01518878/ILSVRC2012_val_00008898,low,0.1,0.78515625
llamagen,n01518878/ILSVRC2012_val_00008898,mid,0.2,0.94140625
llamagen,n01518878/ILSVRC2012_val_00008898,high,0.5,0.9921875
llamagen,n01518878/ILSVRC2012_val_00017839,low,0.1,0.80859375
llamagen,n01518878/ILSVRC2012_val_00017839,mid,0.2,0.921875
llamagen,n01518878/ILSVRC2012_val_00017839,high,0.5,0.98046875
llamagen,n01518878/ILSVRC2012_val_00030699,low,0.1,0.62109375
llamagen,n01518878/ILSVRC2012_val_00030699,mid,0.2,0.81640625
llamagen,n01518878/ILSVRC2012_val_00030699,high,0.5,0.921875
llamagen,n01518878/ILSVRC2012_val_00036105,low,0.1,0.9375
llamagen,n01518878/ILSVRC2012_val_00036105,mid,0.2,0.984375
llamagen,n01518878/ILSVRC2012_val_00036105,high,0.5,0.99609375
llamagen,n01518878/ILSVRC2012_val_00044483,low,0.1,0.625
llamagen,n01518878/ILSVRC2012_val_00044483,mid,0.2,0.86328125
llamagen,n01518878/ILSVRC2012_val_00044483,high,0.5,0.9609375
llamagen,n01518878/ILSVRC2012_val_00049090,low,0.1,0.75390625
llamagen,n01518878/ILSVRC2012_val_00049090,mid,0.2,0.90625
llamagen,n01518878/ILSVRC2012_val_00049090,high,0.5,0.9765625
llamagen,n01530575/ILSVRC2012_val_00004006,low,0.1,0.6484375
llamagen,n01530575/ILSVRC2012_val_00004006,mid,0.2,0.80859375
llamagen,n01530575/ILSVRC2012_val_00004006,high,0.5,0.98828125
llamagen,n01530575/ILSVRC2012_val_00013512,low,0.1,0.9375
llamagen,n01530575/ILSVRC2012_val_00013512,mid,0.2,0.97265625
llamagen,n01530575/ILSVRC2012_val_00013512,high,0.5,0.99609375
llamagen,n01530575/ILSVRC2012_val_00023698,low,0.1,0.71875
llamagen,n01530575/ILSVRC2012_val_00023698,mid,0.2,0.81640625
llamagen,n01530575/ILSVRC2012_val_00023698,high,0.5,0.96875
llamagen,n01530575/ILSVRC2012_val_00027619,low,0.1,0.5859375
llamagen,n01530575/ILSVRC2012_val_00027619,mid,0.2,0.80078125
llamagen,n01530575/ILSVRC2012_val_00027619,high,0.5,0.9609375
llamagen,n01530575/ILSVRC2012_val_00035872,low,0.1,0.87109375
llamagen,n01530575/ILSVRC2012_val_00035872,mid,0.2,0.94921875
llamagen,n01530575/ILSVRC2012_val_00035872,high,0.5,0.98828125
llamagen,n01530575/ILSVRC2012_val_00046751,low,0.1,0.609375
llamagen,n01530575/ILSVRC2012_val_00046751,mid,0.2,0.8125
llamagen,n01530575/ILSVRC2012_val_00046751,high,0.5,0.95703125
llamagen,n01531178/ILSVRC2012_val_00003548,low,0.1,0.75390625
llamagen,n01531178/ILSVRC2012_val_00003548,mid,0.2,0.87890625
llamagen,n01531178/ILSVRC2012_val_00003548,high,0.5,0.98828125
llamagen,n01531178/ILSVRC2012_val_00013270,low,0.1,0.84765625
llamagen,n01531178/ILSVRC2012_val_00013270,mid,0.2,0.94140625
llamagen,n01531178/ILSVRC2012_val_00013270,high,0.5,0.99609375
llamagen,n01531178/ILSVRC2012_val_00016538,low,0.1,0.8515625
llamagen,n01531178/ILSVRC2012_val_00016538,mid,0.2,0.91796875
llamagen,n01531178/ILSVRC2012_val_00016538,high,0.5,0.9765625
llamagen,n01531178/ILSVRC2012_val_00025888,low,0.1,0.859375
llamagen,n01531178/ILSVRC2012_val_00025888,mid,0.2,0.93359375
llamagen,n01531178/ILSVRC2012_val_00025888,high,0.5,0.99609375
llamagen,n01531178/ILSVRC2012_val_00032855,low,0.1,0.91015625
llamagen,n01531178/ILSVRC2012_val_00032855,mid,0.2,0.98046875
llamagen,n01531178/ILSVRC2012_val_00032855,high,0.5,0.9921875
llamagen,n01531178/ILSVRC2012_val_00044706,low,0.1,0.80859375
llamagen,n01531178/ILSVRC2012_val_00044706,mid,0.2,0.91796875
llamagen,n01531178/ILSVRC2012_val_00044706,high,0.5,0.97265625
llamagen,n01532829/ILSVRC2012_val_00002357,low,0.1,0.7421875
llamagen,n01532829/ILSVRC2012_val_00002357,mid,0.2,0.90234375
llamagen,n01532829/ILSVRC2012_val_00002357,high,0.5,0.984375
llamagen,n01532829/ILSVRC2012_val_00006597,low,0.1,0.73828125
